"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "regulation"
"58" "CYP2C9" "151.346742837786" "-2.15033727275635" "0.544329609420336" "-3.95043230340946" "7.80101610431314e-05" "0.00784427628452797"
"59" "CYSLTR2" "1043.41709501212" "-2.32122147150114" "0.461546454118434" "-5.02922609585363" "4.92463427155233e-07" "0.000253355254314606"
"60" "DDX43" "65.9254242307637" "-2.11837380445515" "0.462470224826308" "-4.58056257621939" "4.6372683736686e-06" "0.00117914541335973"
"61" "DIRAS1" "114.787001739105" "-2.76623449014458" "0.523739900042662" "-5.28169515043489" "1.27994047099154e-07" "8.32789502919847e-05"
"62" "DMRT2" "207.982414649969" "-3.65413177554593" "0.801128311639158" "-4.56123160604492" "5.08544494817079e-06" "0.00127841151299357"
"63" "DNAJC12" "257.686101817098" "-1.35844816529746" "0.326416923028541" "-4.16169649751488" "3.15892012592087e-05" "0.00450849232423365"
"64" "DNTT" "5.00520399541949" "-3.50481615271275" "0.860787827791016" "-4.07163767836602" "4.66837559441481e-05" "0.00555235510213142"
"65" "DOCK3" "79.3563995493252" "-1.66380377338462" "0.397808534783695" "-4.18242352263582" "2.88418050658078e-05" "0.00419762112938026"
"66" "DPP6" "138.305545547895" "-2.02694433228291" "0.522336875491522" "-3.88053079801334" "0.000104228745016878" "0.00929058187587937"
"67" "DPYSL4" "94.6421779819012" "-1.94126146440868" "0.473605619127012" "-4.09889871658822" "4.15120630797458e-05" "0.00515152537982459"
"68" "EFNA2" "5.79356374811428" "-2.19565780560092" "0.557139474534142" "-3.94094819333496" "8.11601549935146e-05" "0.00812409479079878"
"69" "EHF" "226.636540319613" "-2.62748299573702" "0.620385936925283" "-4.23523945233057" "2.28308286969642e-05" "0.00353404054807898"
"70" "ELF5" "88.0816935883333" "-4.33992628007687" "0.806473924699804" "-5.38135970321959" "7.39253073191782e-08" "5.8406273161245e-05"
"71" "EPB41L4B" "263.265373096547" "-2.97881949947863" "0.549564794925444" "-5.42032445852495" "5.94909634126261e-08" "5.14206274922002e-05"
"72" "FAM151A" "1189.14821203655" "-2.30545341608933" "0.540586469469486" "-4.26472645227659" "2.0014726007077e-05" "0.00327974643502634"
"73" "FAM245A" "13.3372334729366" "-3.36105193737994" "0.839561978360131" "-4.00333986532464" "6.24544802923333e-05" "0.0065993048111226"
"74" "FGFBP1" "8.57119186713452" "-3.5229051502341" "0.838040684057004" "-4.20374000600962" "2.62540489258726e-05" "0.00394322385279469"
"75" "FOXI1" "262.396661482355" "-4.14120796697648" "1.01087560235646" "-4.09665438291605" "4.19163985339674e-05" "0.00515152537982459"
"76" "FRG2C" "17.9475748366376" "-3.30250063179088" "0.658600480646542" "-5.01442183666317" "5.31931706902255e-07" "0.000261497627113149"
"77" "FRZB" "7892.10431478105" "1.58754932267916" "0.376779003196905" "4.21347609396776" "2.51470214607594e-05" "0.00381029047092411"
"78" "FXYD4" "501.149266054059" "-4.2014179323184" "0.970446389844073" "-4.32936633727234" "1.49538999156854e-05" "0.00273396837962637"
"79" "GABRB2" "95.9287302788967" "-1.92100393190208" "0.442383950295858" "-4.34239065548683" "1.40940635616007e-05" "0.00262007457235067"
"80" "GAL3ST3" "55.5748407420619" "-2.85163725166119" "0.621329551751004" "-4.58957286616229" "4.44153934750189e-06" "0.00114250852843531"
"81" "GALNT17" "123.732951573608" "-2.53597669669418" "0.576622906185844" "-4.3979811927153" "1.09262444418098e-05" "0.00221752641781392"
"82" "GCGR" "101.402938993926" "-4.4290968387785" "0.817552095941554" "-5.41751022444341" "6.04346946386948e-08" "5.14206274922002e-05"
"83" "GFPT2" "749.360909435478" "-1.72272832104405" "0.427676542776648" "-4.02811037953918" "5.62269460508286e-05" "0.00621926250268215"
"84" "GGT6" "613.073258554158" "-2.82656862694426" "0.689835162524349" "-4.09745513203596" "4.17717100283387e-05" "0.00515152537982459"
"85" "GJB3" "33.5775031310016" "-2.2442585384895" "0.530228152289662" "-4.23262802776166" "2.30976348674614e-05" "0.00354837415651376"
"86" "GPC3" "1255.64751708676" "-2.19228790630465" "0.490939674838825" "-4.4654934580799" "7.98844134400672e-06" "0.0017548309272413"
"87" "GRHL2" "235.803240347142" "-4.08366691329251" "0.689515884331622" "-5.92251318075287" "3.17058384547845e-09" "5.39535814074418e-06"
"88" "GRIA2" "9.67820254579797" "-2.66146717207661" "0.606194814201031" "-4.39044859792218" "1.13117053544761e-05" "0.00225439230497046"
"89" "GRM8" "637.951311186789" "1.51220352734171" "0.380310197465499" "3.97623712805885" "7.00143130951116e-05" "0.00720398434553516"
"90" "GVQW3" "250.150582887008" "1.06051348220184" "0.224654139210607" "4.72064964361792" "2.35092576460051e-06" "0.000732495489640739"
"91" "HAGHL" "361.048858160565" "-1.91523140652492" "0.403207706121227" "-4.7499871094951" "2.03429615488394e-06" "0.000680864786890379"
"92" "HAL" "31.14340973131" "1.01745323458702" "0.261169372182431" "3.89576015780408" "9.78912229305799e-05" "0.0090231234736262"
"93" "HEPACAM2" "158.132697704407" "-3.86360394572449" "0.833360666679494" "-4.6361726683345" "3.54919520642219e-06" "0.00100095492445496"
"94" "HMGA2" "50.3856980068543" "-2.68532085637557" "0.62121094590439" "-4.32271980086595" "1.54117415612308e-05" "0.00277185810420771"
"95" "HP" "923.374265464493" "-5.15594851369655" "0.723119546453163" "-7.13014679106106" "1.00261943104227e-12" "1.10899735267585e-08"
"96" "HPD" "522.465727161671" "-2.32790645146675" "0.532341471064017" "-4.37295716753732" "1.22574779802579e-05" "0.00237859585859005"
"97" "HPR" "12.0712678032158" "-3.30253363416802" "0.703767170994242" "-4.69265087983912" "2.69687499107395e-06" "0.000826211205777683"
"98" "HRG" "111.499467115614" "-3.26811942038736" "0.836555282395918" "-3.90663891455849" "9.35888483513152e-05" "0.00869904413120922"
"99" "HS3ST3A1" "40.202273063848" "-1.85568636877743" "0.4089735780116" "-4.53742361010127" "5.69456475400149e-06" "0.0013843424339343"
"100" "HS6ST2" "166.067979003387" "-3.09218625883932" "0.63322601896003" "-4.88322678830811" "1.04363719608831e-06" "0.000434110282589232"
"101" "IGF2" "4355.38509479992" "1.916879206434" "0.478364146829354" "4.00715484038523" "6.14545762909257e-05" "0.0065754562823564"
"102" "IGFBP1" "376.160432616998" "-2.9615715705913" "0.583995208140685" "-5.07122580683548" "3.95261442567173e-07" "0.000208189848392167"
"103" "IL20RB" "1281.61790998458" "-3.26841747336068" "0.586044564042949" "-5.57708009577435" "2.44589269569155e-08" "2.59579808896051e-05"
"104" "INHBE" "179.353995508286" "-2.23201940844511" "0.464974641283477" "-4.80030352254056" "1.58425336771383e-06" "0.0005940144576367"
"105" "INPP5J" "406.441283099969" "-2.65520986827512" "0.476896701914105" "-5.56768343672328" "2.58148259457243e-08" "2.59579808896051e-05"
"106" "INSRR" "41.4424593392555" "-2.5036436374614" "0.566527961731207" "-4.41927637571624" "9.9031935181604e-06" "0.00206677780196929"
"107" "INSYN1" "186.598572489455" "-1.58093063833567" "0.369104563656002" "-4.2831511555329" "1.84264899206493e-05" "0.00311108726713591"
"108" "IRX2" "141.600608179625" "-2.01681067908864" "0.491999598893205" "-4.09921203924887" "4.14559106462407e-05" "0.00515152537982459"
"109" "ISM1" "237.786602321886" "-1.32496703881652" "0.334803806010685" "-3.9574431802434" "7.57562998316794e-05" "0.00772295329436134"
"110" "ITIH1" "27.0055786417875" "-2.65797950164651" "0.572802713459677" "-4.64030536027413" "3.47894717943457e-06" "0.000999497006538332"
"111" "KCNJ13" "194.523117059457" "-3.46893490823404" "0.606999583390833" "-5.71488844993238" "1.09776011143211e-08" "1.42850877559419e-05"
"112" "KCNJ5" "816.052646939453" "1.24710984613515" "0.305752639524931" "4.07881955842759" "4.52649515820286e-05" "0.00547186480271932"
"113" "KCNS1" "128.810909517553" "-2.91742895800866" "0.68588438589218" "-4.25352875501568" "2.10427902484146e-05" "0.00334898277608221"
"114" "KLB" "62.7518240836222" "-1.6686022839162" "0.416642118428987" "-4.00488143207393" "6.20485956775158e-05" "0.00659922612297117"
"115" "KLK1" "359.486103326511" "-4.29472769665609" "0.822798628352386" "-5.21965830844428" "1.79253535859608e-07" "0.000110151297785729"
"116" "KLRG2" "38.3573105755897" "-3.73885650761273" "0.626760278306498" "-5.96536927597756" "2.44081394530946e-09" "4.49964050817798e-06"
"117" "KRT15" "48.746985387016" "-2.52215251790586" "0.582221929860021" "-4.33194352282855" "1.47798858747419e-05" "0.00272467196100867"
"118" "KRT20" "22.8106600644053" "-3.31077193634706" "0.777475434580743" "-4.25836211549554" "2.05930176733463e-05" "0.00330115026789686"
"119" "KSR2" "138.561520154914" "-2.12059412076847" "0.514597433673834" "-4.12087970518826" "3.77428468662641e-05" "0.00500664669512504"
"120" "L1CAM" "1597.1631022564" "-2.72024490684339" "0.588483611351447" "-4.62246501749875" "3.79206775404045e-06" "0.00102287350570271"
"121" "LAMA1" "2108.55869350884" "1.01940247431469" "0.262783986120082" "3.8792412329451" "0.000104782801943811" "0.00929058187587937"
"122" "LAMB3" "1499.02841548558" "-1.72850392924643" "0.388157770512551" "-4.4530962937158" "8.46407717907022e-06" "0.00182747765253912"
"123" "LBP" "625.501810231791" "-4.33650002176114" "0.640941311969569" "-6.76583010141033" "1.32547014829349e-11" "9.77401687351621e-08"
"124" "LGR5" "80.13643129037" "-3.21693889276175" "0.603345471034046" "-5.33183565171773" "9.72249121041365e-08" "7.10940123756402e-05"
"125" "LHX1-DT" "107.22123614695" "-3.50241021546698" "0.859755546875181" "-4.07372796627674" "4.62665202941282e-05" "0.00555235510213142"
"126" "LINC00488" "29.0049322907708" "-3.16511773973049" "0.653621599465687" "-4.84243137362331" "1.28259939688365e-06" "0.000497783576453686"
"127" "LINC00648" "8.65012745544729" "-2.9601017687353" "0.729714124406051" "-4.05652250618647" "4.98087649136833e-05" "0.00575426804961969"
"128" "LINC01234" "90.8886850609439" "-4.13034989037553" "0.708573818592041" "-5.82910316751847" "5.57260456953262e-09" "8.32237122371615e-06"
"129" "LINC01257" "4.20883622474081" "4.52783059216604" "0.736831447456652" "6.14500182883741" "7.99625934574489e-10" "2.52704641780812e-06"
"130" "LINC01589" "9.61102526071351" "-1.89199796550202" "0.484080667688722" "-3.9084352914474" "9.28958207583267e-05" "0.00869904413120922"
"131" "LINC01612" "13.0508989036294" "-4.39185953283449" "1.11733695380338" "-3.93064913666797" "8.47168249696e-05" "0.00832935823101107"
"132" "LINC02303" "25.6661322203209" "-3.96838536063439" "1.0131223852858" "-3.916985172048" "8.96632615469633e-05" "0.00862404639974749"
"133" "LOC105371267" "255.854068929658" "-1.93876163338052" "0.457487596300798" "-4.23784524226921" "2.25675233592213e-05" "0.00353404054807898"
"134" "LYPD8" "54.7081327222941" "-2.88434346034024" "0.48155292594261" "-5.98967071935929" "2.10266312613747e-09" "4.49964050817798e-06"
"135" "MAB21L4" "171.772736917805" "-2.85143149644972" "0.636969941963978" "-4.47655581307002" "7.58568438969706e-06" "0.00171235214355998"
"136" "MAGEL2" "26.2731810177223" "-2.13825541773689" "0.545792768634682" "-3.91770565792911" "8.93957687855721e-05" "0.00862404639974749"
"137" "MAL" "4089.98892050548" "-2.07556869473517" "0.53360487145621" "-3.88971091862585" "0.000100363706228608" "0.00915251927002384"
"138" "MEGF6" "1503.92458152239" "-1.1121905582622" "0.258268619870472" "-4.3063325262666" "1.65983487143736e-05" "0.00293750936207498"
"139" "MFSD2A" "306.413935802779" "-1.69383156584793" "0.41064718160349" "-4.12478556222858" "3.71080328023276e-05" "0.00497517516153389"
"140" "MMP13" "17.866936705458" "-4.54640090491638" "0.877563321310896" "-5.18070980692882" "2.21043146938604e-07" "0.00013215990531286"
"141" "MMP7" "6686.81595767491" "-2.01528928728891" "0.496878726669" "-4.0558977052592" "4.99421148868538e-05" "0.00575426804961969"
"142" "MOGAT2" "17.1045099755228" "-3.08662037060601" "0.704836858919853" "-4.37919829467516" "1.19116708110857e-05" "0.00233194674055609"
"143" "MS4A10" "9.38778981195091" "-2.94097202323027" "0.729791240014193" "-4.02988123449259" "5.58050411042003e-05" "0.00620361366485989"
"144" "MSLN" "474.708804457145" "-3.4597820927541" "0.515206375149533" "-6.71533245633838" "1.87637913389601e-11" "1.03773148000119e-07"
"145" "MT1G" "2076.16184430243" "-2.87608509512441" "0.600909312437455" "-4.78622154058191" "1.69950456000366e-06" "0.000616335079941"
"146" "MTRNR2L1" "1003.59891021388" "-6.52332131250161" "0.70810809188012" "-9.2123242020598" "3.19138516193674e-20" "7.05998225523646e-16"
"147" "MTRNR2L10" "15.1572451412621" "-1.60600441127183" "0.376391957616805" "-4.26684040073689" "1.98260887693845e-05" "0.00327308011758451"
"148" "MYO3B" "352.516254076946" "-3.15317592840428" "0.578357083271231" "-5.45195350694018" "4.98194827584584e-08" "4.5921108232609e-05"
"149" "NAT8L" "212.357933399446" "-2.40515260088384" "0.552093422881336" "-4.35642320883215" "1.3220504498093e-05" "0.00249969231202405"
"150" "NKAIN4" "901.870631789108" "-2.44560334226345" "0.549330995663382" "-4.4519667769886" "8.50873330673217e-06" "0.00182747765253912"
"151" "NMRAL2P" "50.5359385615863" "-2.44532898679193" "0.558289005414244" "-4.38004145357927" "1.18656734152526e-05" "0.00233194674055609"
"152" "NMRK2" "42.6079704548858" "-3.45164359002322" "0.783727532391432" "-4.40413721270073" "1.06205709169122e-05" "0.0021816617811384"
"153" "NPSR1-AS1" "10.5122126433583" "-3.52947362760904" "0.82022688854831" "-4.30304550714709" "1.6846623078926e-05" "0.00295778568057144"
"154" "NTNG1" "98.8192251637268" "-2.69219577196464" "0.665681129673522" "-4.04427232793124" "5.24858836630534e-05" "0.00595432163279009"
"155" "NUPR2" "27.2079743587611" "-3.71704741957477" "0.78279796761994" "-4.7484121999911" "2.05019856322107e-06" "0.000680864786890379"
"156" "ODAM" "10.1434608210589" "-5.59959776186732" "1.43071698156609" "-3.91384028708311" "9.08397318919871e-05" "0.00862470621851734"
"157" "OOEP" "10.995327259018" "-2.83733428782032" "0.683465700870632" "-4.15139235839631" "3.30458680609323e-05" "0.00456707682291865"
"158" "OR7D2" "9.69201390790602" "-2.35776103705974" "0.522863514228013" "-4.50932408343864" "6.50344962816203e-06" "0.00153052460291703"
"159" "OVCH2" "51.0798359641064" "-3.07568461342443" "0.685259522485149" "-4.48835005206525" "7.17769184282515e-06" "0.00163695772110287"
"160" "OXGR1" "40.8683569700073" "-2.58035944439268" "0.546356285999716" "-4.72285120628048" "2.32560999825064e-06" "0.000732495489640739"
"161" "PAK6" "10.5110534345947" "-2.32303141043614" "0.597594442404533" "-3.88730424113215" "0.000101363675126835" "0.00915251927002384"
"162" "PAPPA2" "705.989737452366" "-2.4939208531063" "0.585256449021853" "-4.26124454890574" "2.03291631778094e-05" "0.00330115026789686"
"163" "PGLYRP1" "7.15513285298703" "1.5007833913686" "0.333062918006555" "4.50600565307923" "6.60593280688154e-06" "0.00153827837425088"
"164" "PI3" "34.6733392410733" "-2.50608084545014" "0.574447481124061" "-4.36259349687864" "1.28529628095632e-05" "0.00246210959080989"
"165" "PIK3C2G" "63.7350493333964" "-3.53079618710398" "0.741548736600254" "-4.76138116463048" "1.92272505357688e-06" "0.000664601931800435"
"166" "PITX1" "88.5499691073683" "-3.20685643137027" "0.657112872994224" "-4.88022159230849" "1.05966708524629e-06" "0.000434110282589232"
"167" "PKP3" "144.702686794237" "-2.16321649396328" "0.528016856423454" "-4.09687014277521" "4.18773658453835e-05" "0.00515152537982459"
"168" "PLA2G4F" "225.665328117025" "-3.9005876752828" "0.817016370214" "-4.77418546003078" "1.80436047730041e-06" "0.000633588293314915"
"169" "POU3F4" "11.6341712650711" "-3.92452177141963" "0.973150268461102" "-4.03280140653477" "5.51158554176447e-05" "0.0061892028098941"
"170" "PPP1R1A" "2454.95284977487" "-2.91423465292983" "0.629139058613427" "-4.6320993952475" "3.61976285852983e-06" "0.00100095492445496"
"171" "PRDM16-DT" "157.406413536274" "-2.31811273001411" "0.597643551209311" "-3.87875469470638" "0.000104992562560792" "0.00929058187587937"
"172" "PROM2" "1377.87277557292" "-3.76428650845301" "0.580973258458274" "-6.47927671996863" "9.21633407563627e-11" "4.07767484842451e-07"
"173" "PRSS3" "24.6171248543469" "-2.58154665326441" "0.574487482403394" "-4.49365170232151" "7.00121046606416e-06" "0.00161334143677366"
"174" "PTPRH" "70.0724656309285" "-1.85395386372865" "0.448935822438889" "-4.12966346427172" "3.63294625495498e-05" "0.0049305544203751"
"175" "PVALB" "311.500456531627" "-4.32205674038767" "0.723184173192918" "-5.97642606212665" "2.28086000979367e-09" "4.49964050817798e-06"
"176" "RAB3B" "138.843742683011" "-2.16972695876422" "0.545070239459024" "-3.98063735954039" "6.87307349724996e-05" "0.00710495943486746"
"177" "RANBP3L" "170.079905709181" "-2.38678502776114" "0.503708356083097" "-4.73842650997712" "2.15384111857287e-06" "0.000690540191667668"
"178" "RDH8" "5.92171244654935" "-3.17320362390644" "0.816263836605114" "-3.88747299782871" "0.000101293251640805" "0.00915251927002384"
"179" "REEP2" "86.2266049979804" "-1.54306104099783" "0.384471095890749" "-4.01346436049463" "5.98340401916157e-05" "0.00652043663605381"
"180" "RHAG" "2.70519756164465" "-2.97864537383099" "0.692822873565688" "-4.29928844366969" "1.71347348459882e-05" "0.00298468192333032"
"181" "RHBG" "133.889820131314" "-3.9309568256825" "0.768907045023669" "-5.11239538137083" "3.18099162297967e-07" "0.000180435632521939"
"182" "RHCG" "815.925407790064" "-4.17575052737618" "0.796745423388883" "-5.24100974388408" "1.59700281305121e-07" "0.000100939703515197"
"183" "RHOXF1P1" "14.2087407803654" "2.88849078232671" "0.646937657826906" "4.46486728262085" "8.01183996254277e-06" "0.0017548309272413"
"184" "ROS1" "19.5722356460288" "-3.38869139626485" "0.76347300175455" "-4.43852158292074" "9.05789027646965e-06" "0.00192671777592367"
"185" "SAA1" "837.61393428269" "-4.11490933882384" "0.682442538057829" "-6.02967885110812" "1.64285814533895e-09" "4.49964050817798e-06"
"186" "SAA2" "170.151870384946" "-3.56201921600403" "0.658690057707836" "-5.40773186770032" "6.38278833063368e-08" "5.2296312388992e-05"
"187" "SAA4" "12.7155955568852" "-3.16439826274743" "0.813663242202495" "-3.8890760926864" "0.00010062656689149" "0.00915251927002384"
"188" "SCN7A" "43.6882422211367" "-2.54334896359832" "0.60517745901819" "-4.20264986029805" "2.63808484862858e-05" "0.00394322385279469"
"189" "SERPINC1" "18.6334853466481" "-1.73442411125275" "0.397656162636882" "-4.36161758377308" "1.29104381400392e-05" "0.00246210959080989"
"190" "SFRP1" "3176.8736988172" "-2.52167584007697" "0.588057215507464" "-4.28814709449809" "1.80169770101199e-05" "0.00308970205750289"
"191" "SLC13A2" "247.819884666896" "-2.5414533521117" "0.609534554770111" "-4.16949840205568" "3.05270756224021e-05" "0.00438519459038169"
"192" "SLC13A3" "1834.02747089403" "-2.79511804952773" "0.615675553804855" "-4.53992046988708" "5.62754508054988e-06" "0.00138325058079916"
"193" "SLC26A7" "533.523300040953" "-3.28347044225009" "0.593362232345505" "-5.53366942360123" "3.13599772931827e-08" "3.01628442469473e-05"
"194" "SLC2A12" "149.197312911088" "-2.24602497133859" "0.468315042779978" "-4.79597016146629" "1.61889379189255e-06" "0.000596886141070783"
"195" "SLC30A2" "291.420994612501" "-2.82815008650631" "0.607720451286883" "-4.65370234047174" "3.26027359356536e-06" "0.000961650299158037"
"196" "SLC34A2" "4305.24601380103" "-2.59298223818076" "0.605083909749799" "-4.28532670659338" "1.82470836303134e-05" "0.00310509218515226"
